0.236 1.7614463 2.0020163e-07
0.237 1.7598347 1.8490476e-07
0.238 1.7582231 1.8064278e-07
0.239 1.7566116 1.6687881e-07
0.24 1.755 1.4895221e-07
0.241 1.7535333 1.4298935e-07
0.242 1.7520667 1.3690927e-07
0.243 1.7506 1.1816196e-07
0.244 1.7491333 9.8240334e-08
0.245 1.7476667 9.3315463e-08
0.246 1.7462 8.6298924e-08
0.247 1.7447333 7.9973321e-08
0.248 1.7432667 6.6150945e-08
0.249 1.7418 5.5324243e-08
0.25 1.7403333 5.3625624e-08
0.26 1.7287 0
0.27 1.7175074 0
0.28 1.7086589 0
0.29 1.7005196 0
0.3 1.6935 0
0.31 1.6876 0
0.32 1.6823242 0
0.33 1.6776727 0
0.34 1.6737018 0
0.35 1.6707345 0
0.36 1.6677673 0
0.37 1.6648 0
0.38 1.6624667 0
0.39 1.6601333 0
0.4 1.6578 0
0.41 1.6560689 0
0.42 1.6543379 0
0.43 1.6526068 0
0.44 1.651228 0
0.45 1.6501567 0
0.46 1.6490853 0
0.47 1.648014 0
0.48 1.6469427 0
0.49 1.6458713 0
0.5 1.6448 0
0.51 1.644 0
0.52 1.6432 0
0.53 1.6424 0
0.54 1.6416 0
0.55 1.6408 0
0.56 1.6401995 0
0.57 1.639599 0
0.58 1.6389984 0
0.59 1.6383979 0
0.6 1.6377974 0
0.61 1.6371969 0
0.62 1.6366943 0
0.63 1.6363825 0
0.64 1.6360707 0
0.65 1.6357589 0
0.66 1.6354471 0
0.67 1.6351353 0
0.68 1.6348236 0
0.69 1.6345118 0
0.7 1.6342 0
0.71 1.63401 0
0.72 1.63382 0
0.73 1.63363 0
0.74 1.63344 0
0.75 1.63325 0
0.76 1.63306 0
0.77 1.63287 0
0.78 1.63268 0
0.79 1.63249 0
0.8 1.6323 0
0.81 1.63213 0
0.82 1.63196 0
0.83 1.63179 0
0.84 1.63162 0
0.85 1.63145 0
0.86 1.63128 0
0.87 1.63111 0
0.88 1.63094 0
0.89 1.63077 0
0.9 1.6306 0
0.91 1.63045 0
0.92 1.6303 0
0.93 1.63015 0
0.94 1.63 0
0.95 1.62985 0
0.96 1.6297 0
0.97 1.62955 0
0.98 1.6294 0
0.99 1.62925 0
1 1.6291 0
1.01 1.62897 0
1.02 1.62884 0
1.03 1.62871 0
1.04 1.62858 0
1.05 1.62845 0
1.06 1.62832 0
1.07 1.62819 0
1.08 1.62806 0
1.09 1.62793 0
1.1 1.6278 0
1.11 1.6277249 0
1.12 1.6276499 0
1.13 1.6275748 0
1.14 1.6274997 0
1.15 1.6274247 0
1.16 1.6273496 0
1.17 1.6272745 0
1.18 1.6271995 0
1.19 1.6271244 0
1.2 1.6270493 0
1.21 1.6269743 0
1.22 1.6268992 0
1.23 1.6268242 0
1.24 1.6267491 0
1.25 1.626674 0
1.26 1.6265 0
1.27 1.6265 0
1.28 1.6264 0
1.29 1.6263 0
1.3 1.6262 0
1.31 1.6262 0
1.32 1.6261 0
1.33 1.626 0
1.34 1.626 0
1.35 1.6259 0
1.36 1.6258 0
1.37 1.6257 0
1.38 1.6256 0
1.39 1.6256 0
1.4 1.6255 0
1.41 1.6254 0
1.42 1.6253 0
1.43 1.6252 0
1.44 1.6252 0
1.45 1.6251 0
1.46 1.625 0
1.47 1.6249 0
1.48 1.6248 0
1.49 1.6248 0
1.5 1.6247 0
1.51 1.6246 0
1.52 1.6245 0
1.53 1.6244 0
1.54 1.6243 0
1.55 1.6242 0
1.56 1.6242 0
1.57 1.6241 0
1.58 1.624 0
1.59 1.6239 0
1.6 1.6238 0
1.61 1.6237 0
1.62 1.6236 0
1.63 1.6235 0
1.64 1.6234 0
1.65 1.6233 0
1.66 1.6232 0
1.67 1.6231 0
1.68 1.6231 0
1.69 1.623 0
1.7 1.6229 0
1.71 1.6228 0
1.72 1.6227 0
1.73 1.6226 0
1.74 1.6225 0
1.75 1.6224 0
1.76 1.6223 0
1.77 1.6222 0
1.78 1.6221 0
1.79 1.622 0
1.8 1.6219 0
1.81 1.6218 0
1.82 1.6217 0
1.83 1.6216 0
1.84 1.6214 0
1.85 1.6213 0
1.86 1.6212 0
1.87 1.6211 0
1.88 1.621 0
1.89 1.6209 0
1.9 1.6208 0
1.91 1.6207 0
1.92 1.6206 0
1.93 1.6205 0
1.94 1.6204 0
1.95 1.6203 0
1.96 1.6201 0
1.97 1.62 0
1.98 1.6199 0
1.99 1.6198 0
2 1.6197 0
2.01 1.6196 0
2.02 1.6195 0
2.03 1.6193 0
2.04 1.6192 0
2.05 1.6191 0
2.06 1.619 0
2.07 1.6189 0
2.08 1.6187 0
2.09 1.6186 0
2.1 1.6185 0
2.11 1.6184 0
2.12 1.6183 0
2.13 1.6181 0
2.14 1.618 0
2.15 1.6179 0
2.16 1.6178 0
2.17 1.6176 0
2.18 1.6175 0
2.19 1.6174 0
2.2 1.6173 0
2.21 1.6171 0
2.22 1.617 0
2.23 1.6169 0
2.24 1.6167 0
2.25 1.6166 0
2.26 1.6165 0
2.27 1.6164 0
2.28 1.6162 0
2.29 1.6161 0
2.3 1.616 0
2.31 1.6158 0
2.32 1.6157 0
2.33 1.6156 0
2.34 1.6154 0
2.35 1.6153 0
2.36 1.6151 0
2.37 1.615 0
2.38 1.6149 0
2.39 1.6147 0
2.4 1.6146 0
2.41 1.6144 0
2.42 1.6143 0
2.43 1.6142 0
2.44 1.614 0
2.45 1.6139 0
2.46 1.6137 0
2.47 1.6136 0
2.48 1.6134 0
2.49 1.6133 0
2.5 1.6131 0
2.51 1.613 0
2.52 1.6129 0
2.53 1.6127 0
2.54 1.6126 0
2.55 1.6124 0
2.56 1.6123 0
2.57 1.6121 0
2.58 1.612 0
2.59 1.6118 0
2.6 1.6116 0
2.61 1.6115 0
2.62 1.6113 0
2.63 1.6112 0
2.64 1.611 0
2.65 1.6109 0
2.66 1.6107 0
2.67 1.6106 0
2.68 1.6104 0
2.69 1.6102 0
2.7 1.6101 0
2.71 1.6099 0
2.72 1.6098 0
2.73 1.6096 0
2.74 1.6094 0
2.75 1.6093 0
2.76 1.6091 0
2.77 1.6089 0
2.78 1.6088 0
2.79 1.6086 0
2.8 1.6084 0
2.81 1.6083 0
2.82 1.6081 0
2.83 1.6079 0
2.84 1.6078 0
2.85 1.6076 0
2.86 1.6074 0
2.87 1.6072 0
2.88 1.6071 0
2.89 1.6069 0
2.9 1.6067 0
2.91 1.6065 0
2.92 1.6064 0
2.93 1.6062 0
2.94 1.606 0
2.95 1.6058 0
2.96 1.6057 0
2.97 1.6055 0
2.98 1.6053 0
2.99 1.6051 0
3 1.6049 0
3.01 1.6048 0
3.02 1.6046 0
3.03 1.6044 0
3.04 1.6042 0
3.05 1.604 0
3.06 1.6038 0
3.07 1.6037 0
3.08 1.6035 0
3.09 1.6033 0
3.1 1.6031 0
3.11 1.6029 0
3.12 1.6027 0
3.13 1.6025 0
3.14 1.6023 0
3.15 1.6021 0
3.16 1.6019 0
3.17 1.6017 0
3.18 1.6016 0
3.19 1.6014 0
3.2 1.6012 0
3.21 1.601 0
3.22 1.6008 0
3.23 1.6006 0
3.24 1.6004 0
3.25 1.6002 0
3.26 1.6 0
3.27 1.5998 0
3.28 1.5996 0
3.29 1.5994 1.298238e-07
3.3 1.5992 2.0382061e-07
3.31 1.599 2.9483527e-07
3.32 1.5987 3.4598665e-07
3.33 1.5985 3.2046372e-07
3.34 1.5983 2.9722666e-07
3.35 1.5981 2.7141836e-07
3.36 1.5979 2.6630053e-07
3.37 1.5977 3.2336769e-07
3.38 1.5975 3.5736813e-07
3.39 1.5973 3.3892853e-07
3.4 1.5971 3.357984e-07
3.41 1.5969 4.0635294e-07
3.42 1.5967 5.0811396e-07
3.43 1.5964 5.8038398e-07
3.44 1.5962 6.3472233e-07
3.45 1.596 6.7460416e-07
3.46 1.5958 7.3176266e-07
3.47 1.5956 8.545994e-07
3.48 1.5954 1.0352927e-06
3.49 1.5951 1.2369558e-06
3.5 1.5949 1.4583239e-06
3.51 1.5947 1.628235e-06
3.52 1.5945 1.7586816e-06
3.53 1.5943 1.9065512e-06
3.54 1.594 2.0876145e-06
3.55 1.5938 2.2827938e-06
3.56 1.5936 2.481464e-06
3.57 1.5934 2.6664755e-06
3.58 1.5931 2.8240135e-06
3.59 1.5929 3.0307608e-06
3.6 1.5927 3.2814229e-06
3.61 1.5925 3.5927324e-06
3.62 1.5922 3.9805985e-06
3.63 1.592 4.4227051e-06
3.64 1.5918 4.8431592e-06
3.65 1.5915 5.3184087e-06
3.66 1.5913 5.9531495e-06
3.67 1.5911 6.7511495e-06
3.68 1.5908 7.6854805e-06
3.69 1.5906 8.6810968e-06
3.7 1.5904 9.6275415e-06
3.71 1.5901 1.0532358e-05
3.72 1.5899 1.1388006e-05
3.73 1.5896 1.2183246e-05
3.74 1.5894 1.28151e-05
3.75 1.5892 1.3329995e-05
3.76 1.5889 1.3796565e-05
3.77 1.5887 1.4164372e-05
3.78 1.5884 1.4406944e-05
3.79 1.5882 1.4546525e-05
3.8 1.588 1.4602872e-05
3.81 1.5877 1.4623726e-05
3.82 1.5875 1.4543085e-05
3.83 1.5872 1.4385793e-05
3.84 1.587 1.4137583e-05
3.85 1.5867 1.3800808e-05
3.86 1.5865 1.3425404e-05
3.87 1.5862 1.3041717e-05
3.88 1.586 1.2712244e-05
3.89 1.5857 1.2744885e-05
3.9 1.5855 1.3499665e-05
3.91 1.5852 1.5017556e-05
3.92 1.585 1.6908423e-05
3.93 1.5847 1.8664122e-05
3.94 1.5844 2.0318658e-05
3.95 1.5842 2.2285465e-05
3.96 1.5839 2.508223e-05
3.97 1.5837 2.9236769e-05
3.98 1.5834 3.4520591e-05
3.99 1.5831 3.977939e-05
4 1.5829 4.3094664e-05
4.01 1.5826 4.1440762e-05
4.02 1.5824 3.3678267e-05
4.03 1.5821 2.4459428e-05
4.04 1.5818 1.7435686e-05
4.05 1.5816 1.2781945e-05
4.06 1.5813 9.8860825e-06
4.07 1.581 8.1267791e-06
4.08 1.5808 7.0316488e-06
4.09 1.5805 6.3633912e-06
4.1 1.5802 5.9971657e-06
4.11 1.5799 5.8495774e-06
4.12 1.5797 5.873971e-06
4.13 1.5794 6.0271766e-06
4.14 1.5791 6.2261372e-06
4.15 1.5788 6.429609e-06
4.16 1.5786 6.6317929e-06
4.17 1.5783 6.8491375e-06
4.18 1.578 7.0818978e-06
4.19 1.5777 7.3307129e-06
4.2 1.5774 7.6060658e-06
4.21 1.5772 7.8975432e-06
4.22 1.5769 8.223593e-06
4.23 1.5766 8.581615e-06
4.24 1.5763 8.9870304e-06
4.25 1.576 9.4511965e-06
4.26 1.5757 9.992278e-06
4.27 1.5755 1.0624399e-05
4.28 1.5752 1.1379817e-05
4.29 1.5749 1.2244207e-05
4.3 1.5746 1.3169683e-05
4.31 1.5743 1.4147234e-05
4.32 1.574 1.5205105e-05
4.33 1.5737 1.6359662e-05
4.34 1.5734 1.7569382e-05
4.35 1.5731 1.8757919e-05
4.36 1.5728 1.9775504e-05
4.37 1.5725 2.0459938e-05
4.38 1.5722 2.0784431e-05
4.39 1.5719 2.0848324e-05
4.4 1.5716 2.0837003e-05
4.41 1.5713 2.0939736e-05
4.42 1.571 2.1287089e-05
4.43 1.5707 2.1867934e-05
4.44 1.5704 2.2572172e-05
4.45 1.5701 2.3319926e-05
4.46 1.5698 2.4061813e-05
4.47 1.5695 2.476814e-05
4.48 1.5692 2.5445429e-05
4.49 1.5689 2.6169438e-05
4.5 1.5686 2.7081622e-05
4.51 1.5683 2.8335246e-05
4.52 1.568 3.0011954e-05
4.53 1.5676 3.203915e-05
4.54 1.5673 3.4255061e-05
4.55 1.567 3.6429636e-05
4.56 1.5667 3.8305814e-05
4.57 1.5664 3.9672645e-05
4.58 1.5661 4.0474049e-05
4.59 1.5657 4.085162e-05
4.6 1.5654 4.0879283e-05
4.61 1.5651 4.0491528e-05
4.62 1.5648 3.9652792e-05
4.63 1.5644 3.8472812e-05
4.64 1.5641 3.7148864e-05
4.65 1.5638 3.5821561e-05
4.66 1.5635 3.4633619e-05
4.67 1.5631 3.3683844e-05
4.68 1.5628 3.3073752e-05
4.69 1.5625 3.286881e-05
4.7 1.5621 3.3042702e-05
4.71 1.5618 3.3488508e-05
4.72 1.5615 3.4069007e-05
4.73 1.5611 3.4684414e-05
4.74 1.5608 3.5309187e-05
4.75 1.5605 3.5985588e-05
4.76 1.5601 3.6665951e-05
4.77 1.5598 3.7280922e-05
4.78 1.5594 3.7777595e-05
4.79 1.5591 3.8196514e-05
4.8 1.5588 3.8656407e-05
4.81 1.5584 3.9256094e-05
4.82 1.5581 4.005591e-05
4.83 1.5577 4.1025295e-05
4.84 1.5574 4.2176164e-05
4.85 1.557 4.3553667e-05
4.86 1.5567 4.5210617e-05
4.87 1.5563 4.7103269e-05
4.88 1.556 4.9020648e-05
4.89 1.5556 5.0794704e-05
4.9 1.5553 5.241397e-05
4.91 1.5549 5.3908126e-05
4.92 1.5546 5.5245973e-05
4.93 1.5542 5.6482407e-05
4.94 1.5538 5.7801028e-05
4.95 1.5535 5.9366038e-05
4.96 1.5531 6.1290407e-05
4.97 1.5527 6.3660752e-05
4.98 1.5524 6.6345811e-05
4.99 1.552 6.9032634e-05
5 1.5517 7.1533485e-05
5.01 1.5513 7.4130919e-05
5.02 1.5509 7.7161705e-05
5.03 1.5505 8.1190411e-05
5.04 1.5502 8.6616822e-05
5.05 1.5498 9.3985472e-05
5.06 1.5494 0.00010376254
5.07 1.549 0.00011622141
5.08 1.5487 0.00013177432
5.09 1.5483 0.00015079922
5.1 1.5479 0.000174
5.11 1.5475 0.000202
5.12 1.5472 0.000237
5.13 1.5468 0.00028
5.14 1.5464 0.00037
5.15 1.546 0.00047
5.16 1.5456 0.00059
5.17 1.5452 0.0007
5.18 1.5448 0.00076403759
5.19 1.5444 0.0007928781
5.2 1.544 0.00081357838
5.21 1.5437 0.00082930851
5.22 1.5433 0.00084392029
5.23 1.5429 0.00086247067
5.24 1.5425 0.00088438979
5.25 1.5421 0.00090949481
5.26 1.5417 0.00093772143
5.27 1.5413 0.00096764958
5.28 1.5409 0.00099654621
5.29 1.5405 0.0010283057
5.3 1.5401 0.0010616594
5.31 1.5396 0.0010956777
5.32 1.5392 0.0011317654
5.33 1.5388 0.0011728484
5.34 1.5384 0.0012166665
5.35 1.538 0.0012592208
5.36 1.5376 0.0013015752
5.37 1.5372 0.0013427959
5.38 1.5368 0.0013807444
5.39 1.5363 0.0014172004
5.4 1.5359 0.0014515063
5.41 1.5355 0.0014882416
5.42 1.5351 0.0015438115
5.43 1.5347 0.0015686668
5.44 1.5342 0.0015893294
5.45 1.5338 0.0016003465
5.46 1.5334 0.0015980652
5.47 1.5329 0.0015805237
5.48 1.5325 0.0015362603
5.49 1.5321 0.0015139178
5.5 1.5316 0.001497553
5.51 1.5312 0.0014921545
5.52 1.5308 0.0014994221
5.53 1.5303 0.0015359509
5.54 1.5299 0.0016131219
5.55 1.5294 0.0017362286
5.56 1.529 0.0019829518
5.57 1.5286 0.0021364101
5.58 1.5281 0.002259139
5.59 1.5277 0.0023936326
5.6 1.5272 0.0024937919
5.61 1.5268 0.0025293894
5.62 1.5263 0.0025232833
5.63 1.5259 0.0024935574
5.64 1.5254 0.0022943243
5.65 1.5249 0.002182596
5.66 1.5245 0.0020621647
5.67 1.524 0.0019418514
5.68 1.5236 0.0018719887
5.69 1.5231 0.0018152567
5.7 1.5226 0.0017669864
5.71 1.5222 0.001733299
5.72 1.5217 0.0017200845
5.73 1.5212 0.0017352798
5.74 1.5208 0.0017756484
5.75 1.5203 0.0018493651
5.76 1.5198 0.0019579152
5.77 1.5193 0.0020828593
5.78 1.5189 0.0022833274
5.79 1.5184 0.0024898897
5.8 1.5179 0.0026398576
5.81 1.5174 0.0026798247
5.82 1.5169 0.0026983141
5.83 1.5164 0.0028110077
5.84 1.516 0.0028833642
5.85 1.5155 0.0029302811
5.86 1.515 0.0029275446
5.87 1.5145 0.0029012544
5.88 1.514 0.0028479136
5.89 1.5135 0.0028031498
5.9 1.513 0.002843627
5.91 1.5125 0.0029120127
5.92 1.512 0.0029664296
5.93 1.5115 0.0029648287
5.94 1.511 0.0029506409
5.95 1.5105 0.0029915778
5.96 1.51 0.0030091449
5.97 1.5094 0.0030438354
5.98 1.5089 0.0030716733
5.99 1.5084 0.0031116889
6 1.5079 0.0031561522
6.01 1.5074 0.0031589891
6.02 1.5069 0.0031124098
6.03 1.5063 0.0030276117
6.04 1.5058 0.002953371
6.05 1.5053 0.0027987458
6.06 1.5048 0.0026433088
6.07 1.5042 0.0024819679
6.08 1.5037 0.0023113714
6.09 1.5032 0.0020319904
6.1 1.5026 0.0018208454
6.11 1.5021 0.0016273486
6.12 1.5015 0.0014500824
6.13 1.501 0.0013189789
6.14 1.5005 0.0012199674
6.15 1.4999 0.0011411038
6.16 1.4994 0.0010785723
6.17 1.4988 0.0010286745
6.18 1.4983 0.00098753523
6.19 1.4977 0.00095187016
6.2 1.4972 0.00092289432
6.21 1.4966 0.00089918493
6.22 1.496 0.00087933771
6.23 1.4955 0.00086193879
6.24 1.4949 0.00084717908
6.25 1.4944 0.00083604775
6.26 1.4938 0.00082877476
6.27 1.4932 0.00082318392
6.28 1.4926 0.00081633135
6.29 1.4921 0.0008112356
6.3 1.4915 0.0008123613
6.31 1.4909 0.00081241468
6.32 1.4903 0.00081382734
6.33 1.4897 0.00081567192
6.34 1.4892 0.00081762434
6.35 1.4886 0.00082161007
6.36 1.488 0.0008296142
6.37 1.4874 0.00083884944
6.38 1.4868 0.00084278154
6.39 1.4862 0.00085008922
6.4 1.4856 0.00085817072
6.41 1.485 0.00086657312
6.42 1.4844 0.0008756437
6.43 1.4838 0.00088550724
6.44 1.4832 0.00089563102
6.45 1.4826 0.00090526351
6.46 1.482 0.00091512916
6.47 1.4814 0.00092491845
6.48 1.4807 0.00093365906
6.49 1.4801 0.00094073385
6.5 1.4795 0.00094595354
6.51 1.4789 0.00094952932
6.52 1.4782 0.00095155776
6.53 1.4776 0.00095162749
6.54 1.477 0.00095073701
6.55 1.4764 0.00095039576
6.56 1.4757 0.00095001437
6.57 1.4751 0.00095094758
6.58 1.4744 0.00095372618
6.59 1.4738 0.00095938176
6.6 1.4732 0.00096788348
6.61 1.4725 0.00097948571
6.62 1.4719 0.00099584101
6.63 1.4712 0.0010171105
6.64 1.4705 0.0010413436
6.65 1.4699 0.0010699496
6.66 1.4692 0.0011020428
6.67 1.4686 0.0011378174
6.68 1.4679 0.0011784386
6.69 1.4672 0.0012208642
6.7 1.4666 0.0012680175
6.71 1.4659 0.0013218125
6.72 1.4652 0.0013804598
6.73 1.4645 0.0014367617
6.74 1.4638 0.0014926127
6.75 1.4632 0.001553916
6.76 1.4625 0.001615829
6.77 1.4618 0.0016689287
6.78 1.4611 0.0017225707
6.79 1.4604 0.0017705238
6.8 1.4597 0.0018043916
6.81 1.459 0.0018296051
6.82 1.4583 0.0018597219
6.83 1.4576 0.0018901163
6.84 1.4569 0.0019144906
6.85 1.4561 0.0019237201
6.86 1.4554 0.0019357816
6.87 1.4547 0.0019545325
6.88 1.454 0.0019663148
6.89 1.4533 0.0019724033
6.9 1.4525 0.0019764614
6.91 1.4518 0.0019824151
6.92 1.4511 0.0019884719
6.93 1.4503 0.0019945337
6.94 1.4496 0.0020006523
6.95 1.4489 0.0020067751
6.96 1.4481 0.0020130109
6.97 1.4474 0.0020192596
6.98 1.4466 0.0020255215
6.99 1.4458 0.0020318781
7 1.4451 0.0020382566
7.01 1.4443 0.0020447032
7.02 1.4436 0.0020511865
7.03 1.4428 0.0020577327
7.04 1.442 0.0020642783
7.05 1.4412 0.002070925
7.06 1.4405 0.0020776156
7.07 1.4397 0.0020843683
7.08 1.4389 0.0020911211
7.09 1.4381 0.0020979535
7.1 1.4373 0.002104869
7.11 1.4365 0.0021117627
7.12 1.4357 0.0021187665
7.13 1.4349 0.0021258027
7.14 1.4341 0.0021328833
7.15 1.4333 0.0021400571
7.16 1.4325 0.002147289
7.17 1.4317 0.0021545495
7.18 1.4309 0.0021619112
7.19 1.43 0.0021692917
7.2 1.4292 0.0021767414
7.21 1.4284 0.0021842359
7.22 1.4275 0.0021918202
7.23 1.4267 0.0021993407
7.24 1.4259 0.0022070964
7.25 1.425 0.0022147999
7.26 1.4242 0.0022226182
7.27 1.4233 0.0022305222
7.28 1.4225 0.0022383879
7.29 1.4216 0.0022464059
7.3 1.4207 0.002254446
7.31 1.4199 0.0022625671
7.32 1.419 0.002270787
7.33 1.4181 0.0022789434
7.34 1.4172 0.0022873016
7.35 1.4163 0.0022956699
7.36 1.4155 0.0023041233
7.37 1.4146 0.0023126763
7.38 1.4137 0.0023212176
7.39 1.4128 0.0023298546
7.4 1.4119 0.0023386604
7.41 1.4109 0.0023473987
7.42 1.41 0.0023562677
7.43 1.4091 0.0023652909
7.44 1.4082 0.0023742346
7.45 1.4073 0.002383361
7.46 1.4063 0.0023925497
7.47 1.4054 0.0024018056
7.48 1.4045 0.0024111088
7.49 1.4035 0.0024205185
7.5 1.4026 0.0024299372
7.51 1.4016 0.0024395951
7.52 1.4006 0.0024491951
7.53 1.3997 0.0024588928
7.54 1.3987 0.0024686747
7.55 1.3977 0.0024786076
7.56 1.3968 0.0024885931
7.57 1.3958 0.0024986314
7.58 1.3948 0.0025087716
7.59 1.3938 0.0025190084
7.6 1.3928 0.0025293782
7.61 1.3918 0.0025396965
7.62 1.3908 0.0025502834
7.63 1.3898 0.0025608527
7.64 1.3888 0.0025715831
7.65 1.3878 0.0025823305
7.66 1.3867 0.0025932208
7.67 1.3857 0.0026042301
7.68 1.3847 0.0026152374
7.69 1.3836 0.0026264689
7.7 1.3826 0.0026377158
7.71 1.3815 0.00264906
7.72 1.3805 0.0026605736
7.73 1.3794 0.0026721107
7.74 1.3783 0.0026838983
7.75 1.3773 0.0026956416
7.76 1.3762 0.002707402
7.77 1.3751 0.0027195146
7.78 1.374 0.0027316176
7.79 1.3729 0.0027438002
7.8 1.3718 0.0027562024
7.81 1.3707 0.0027685812
7.82 1.3696 0.0027811902
7.83 1.3685 0.0027938215
7.84 1.3673 0.002806671
7.85 1.3662 0.002819525
7.86 1.3651 0.0028325615
7.87 1.3639 0.0028457755
7.88 1.3628 0.002858981
7.89 1.3616 0.0028723933
7.9 1.3604 0.0028859513
7.91 1.3593 0.0028996076
7.92 1.3581 0.0029133804
7.93 1.3569 0.0029273353
7.94 1.3557 0.0029414184
