wavelength_um,n,k
0.236,1.7947678,2.0020163e-07
0.237,1.7928258,1.8490476e-07
0.238,1.7908839,1.8064278e-07
0.239,1.7889419,1.6687881e-07
0.24,1.787,1.4895221e-07
0.241,1.7857333,1.4298935e-07
0.242,1.7844667,1.3690927e-07
0.243,1.7832,1.1816196e-07
0.244,1.7819333,9.8240334e-08
0.245,1.7806667,9.3315463e-08
0.246,1.7794,8.6298924e-08
0.247,1.7781333,7.9973321e-08
0.248,1.7768667,6.6150945e-08
0.249,1.7756,5.5324243e-08
0.25,1.7743333,5.3625624e-08
0.26,1.7619,0.0
0.27,1.7511074,0.0
0.28,1.7420589,0.0
0.29,1.7337196,0.0
0.3,1.7265,0.0
0.31,1.7205,0.0
0.32,1.7151242,0.0
0.33,1.7103727,0.0
0.34,1.7064018,0.0
0.35,1.7034345,0.0
0.36,1.7004673,0.0
0.37,1.6975,0.0
0.38,1.6951667,0.0
0.39,1.6928333,0.0
0.4,1.6905,0.0
0.41,1.6887689,0.0
0.42,1.6870379,0.0
0.43,1.6853068,0.0
0.44,1.683928,0.0
0.45,1.6828567,0.0
0.46,1.6817853,0.0
0.47,1.680714,0.0
0.48,1.6796427,0.0
0.49,1.6785713,0.0
0.5,1.6775,0.0
0.51,1.6767,0.0
0.52,1.6759,0.0
0.53,1.6751,0.0
0.54,1.6743,0.0
0.55,1.6735,0.0
0.56,1.6728995,0.0
0.57,1.672299,0.0
0.58,1.6716984,0.0
0.59,1.6710979,0.0
0.6,1.6704974,0.0
0.61,1.6698969,0.0
0.62,1.6693943,0.0
0.63,1.6690825,0.0
0.64,1.6687707,0.0
0.65,1.6684589,0.0
0.66,1.6681471,0.0
0.67,1.6678353,0.0
0.68,1.6675236,0.0
0.69,1.6672118,0.0
0.7,1.6669,0.0
0.71,1.66671,0.0
0.72,1.66652,0.0
0.73,1.66633,0.0
0.74,1.66614,0.0
0.75,1.66595,0.0
0.76,1.66576,0.0
0.77,1.66557,0.0
0.78,1.66538,0.0
0.79,1.66519,0.0
0.8,1.665,0.0
0.81,1.66483,0.0
0.82,1.66466,0.0
0.83,1.66449,0.0
0.84,1.66432,0.0
0.85,1.66415,0.0
0.86,1.66398,0.0
0.87,1.66381,0.0
0.88,1.66364,0.0
0.89,1.66347,0.0
0.9,1.6633,0.0
0.91,1.66315,0.0
0.92,1.663,0.0
0.93,1.66285,0.0
0.94,1.6627,0.0
0.95,1.66255,0.0
0.96,1.6624,0.0
0.97,1.66225,0.0
0.98,1.6621,0.0
0.99,1.66195,0.0
1.0,1.6618,0.0
1.01,1.66167,0.0
1.02,1.66154,0.0
1.03,1.66141,0.0
1.04,1.66128,0.0
1.05,1.66115,0.0
1.06,1.66102,0.0
1.07,1.66089,0.0
1.08,1.66076,0.0
1.09,1.66063,0.0
1.1,1.6605,0.0
1.11,1.6604249,0.0
1.12,1.6603499,0.0
1.13,1.6602748,0.0
1.14,1.6601997,0.0
1.15,1.6601247,0.0
1.16,1.6600496,0.0
1.17,1.6599745,0.0
1.18,1.6598995,0.0
1.19,1.6598244,0.0
1.2,1.6597493,0.0
1.21,1.6596743,0.0
1.22,1.6595992,0.0
1.23,1.6595242,0.0
1.24,1.6594491,0.0
1.25,1.659374,0.0
1.26,1.6592,0.0
1.27,1.6591,0.0
1.28,1.659,0.0
1.29,1.6589,0.0
1.3,1.6588,0.0
1.31,1.6588,0.0
1.32,1.6587,0.0
1.33,1.6586,0.0
1.34,1.6585,0.0
1.35,1.6584,0.0
1.36,1.6583,0.0
1.37,1.6582,0.0
1.38,1.6581,0.0
1.39,1.6581,0.0
1.4,1.658,0.0
1.41,1.6579,0.0
1.42,1.6578,0.0
1.43,1.6577,0.0
1.44,1.6576,0.0
1.45,1.6575,0.0
1.46,1.6574,0.0
1.47,1.6573,0.0
1.48,1.6572,0.0
1.49,1.6571,0.0
1.5,1.657,0.0
1.51,1.6569,0.0
1.52,1.6568,0.0
1.53,1.6567,0.0
1.54,1.6566,0.0
1.55,1.6565,0.0
1.56,1.6564,0.0
1.57,1.6563,0.0
1.58,1.6562,0.0
1.59,1.6561,0.0
1.6,1.656,0.0
1.61,1.6559,0.0
1.62,1.6558,0.0
1.63,1.6557,0.0
1.64,1.6555,0.0
1.65,1.6554,0.0
1.66,1.6553,0.0
1.67,1.6552,0.0
1.68,1.6551,0.0
1.69,1.655,0.0
1.7,1.6549,0.0
1.71,1.6548,0.0
1.72,1.6547,0.0
1.73,1.6545,0.0
1.74,1.6544,0.0
1.75,1.6543,0.0
1.76,1.6542,0.0
1.77,1.6541,0.0
1.78,1.654,0.0
1.79,1.6538,0.0
1.8,1.6537,0.0
1.81,1.6536,0.0
1.82,1.6535,0.0
1.83,1.6533,0.0
1.84,1.6532,0.0
1.85,1.6531,0.0
1.86,1.653,0.0
1.87,1.6529,0.0
1.88,1.6527,0.0
1.89,1.6526,0.0
1.9,1.6525,0.0
1.91,1.6523,0.0
1.92,1.6522,0.0
1.93,1.6521,0.0
1.94,1.652,0.0
1.95,1.6518,0.0
1.96,1.6517,0.0
1.97,1.6516,0.0
1.98,1.6514,0.0
1.99,1.6513,0.0
2.0,1.6512,0.0
2.01,1.651,0.0
2.02,1.6509,0.0
2.03,1.6508,0.0
2.04,1.6506,0.0
2.05,1.6505,0.0
2.06,1.6503,0.0
2.07,1.6502,0.0
2.08,1.6501,0.0
2.09,1.6499,0.0
2.1,1.6498,0.0
2.11,1.6496,0.0
2.12,1.6495,0.0
2.13,1.6493,0.0
2.14,1.6492,0.0
2.15,1.649,0.0
2.16,1.6489,0.0
2.17,1.6488,0.0
2.18,1.6486,0.0
2.19,1.6485,0.0
2.2,1.6483,0.0
2.21,1.6482,0.0
2.22,1.648,0.0
2.23,1.6479,0.0
2.24,1.6477,0.0
2.25,1.6475,0.0
2.26,1.6474,0.0
2.27,1.6472,0.0
2.28,1.6471,0.0
2.29,1.6469,0.0
2.3,1.6468,0.0
2.31,1.6466,0.0
2.32,1.6464,0.0
2.33,1.6463,0.0
2.34,1.6461,0.0
2.35,1.646,0.0
2.36,1.6458,0.0
2.37,1.6456,0.0
2.38,1.6455,0.0
2.39,1.6453,0.0
2.4,1.6451,0.0
2.41,1.645,0.0
2.42,1.6448,0.0
2.43,1.6446,0.0
2.44,1.6445,0.0
2.45,1.6443,0.0
2.46,1.6441,0.0
2.47,1.644,0.0
2.48,1.6438,0.0
2.49,1.6436,0.0
2.5,1.6434,0.0
2.51,1.6433,0.0
2.52,1.6431,0.0
2.53,1.6429,0.0
2.54,1.6427,0.0
2.55,1.6426,0.0
2.56,1.6424,0.0
2.57,1.6422,0.0
2.58,1.642,0.0
2.59,1.6418,0.0
2.6,1.6417,0.0
2.61,1.6415,0.0
2.62,1.6413,0.0
2.63,1.6411,0.0
2.64,1.6409,0.0
2.65,1.6407,0.0
2.66,1.6406,0.0
2.67,1.6404,0.0
2.68,1.6402,0.0
2.69,1.64,0.0
2.7,1.6398,0.0
2.71,1.6396,0.0
2.72,1.6394,0.0
2.73,1.6392,0.0
2.74,1.639,0.0
2.75,1.6388,0.0
2.76,1.6386,0.0
2.77,1.6384,0.0
2.78,1.6382,0.0
2.79,1.638,0.0
2.8,1.6378,0.0
2.81,1.6376,0.0
2.82,1.6374,0.0
2.83,1.6372,0.0
2.84,1.637,0.0
2.85,1.6368,0.0
2.86,1.6366,0.0
2.87,1.6364,0.0
2.88,1.6362,0.0
2.89,1.636,0.0
2.9,1.6358,0.0
2.91,1.6356,0.0
2.92,1.6354,0.0
2.93,1.6352,0.0
2.94,1.635,0.0
2.95,1.6348,0.0
2.96,1.6345,0.0
2.97,1.6343,0.0
2.98,1.6341,0.0
2.99,1.6339,0.0
3.0,1.6337,0.0
3.01,1.6335,0.0
3.02,1.6332,0.0
3.03,1.633,0.0
3.04,1.6328,0.0
3.05,1.6326,0.0
3.06,1.6324,0.0
3.07,1.6321,0.0
3.08,1.6319,0.0
3.09,1.6317,0.0
3.1,1.6315,0.0
3.11,1.6312,0.0
3.12,1.631,0.0
3.13,1.6308,0.0
3.14,1.6306,1.0091806e-07
3.15,1.6303,1.8264259e-07
3.16,1.6301,1.9425808e-07
3.17,1.6299,2.4439547e-07
3.18,1.6296,3.6578356e-07
3.19,1.6294,4.0381864e-07
3.2,1.6292,5.739059e-07
3.21,1.6289,7.1386181e-07
3.22,1.6287,9.0222613e-07
3.23,1.6284,1.2164923e-06
3.24,1.6282,1.4948571e-06
3.25,1.628,2.0057433e-06
3.26,1.6277,2.6015147e-06
3.27,1.6275,3.3375417e-06
3.28,1.6272,4.4224782e-06
3.29,1.627,5.6821818e-06
3.3,1.6268,7.4311534e-06
3.31,1.6265,9.497322e-06
3.32,1.6263,1.126354e-05
3.33,1.626,1.2961873e-05
3.34,1.6258,1.4219586e-05
3.35,1.6255,1.4459039e-05
3.36,1.6253,1.3754878e-05
3.37,1.625,1.2647993e-05
3.38,1.6248,1.1768765e-05
3.39,1.6245,1.1157308e-05
3.4,1.6242,1.062269e-05
3.41,1.624,1.0430739e-05
3.42,1.6237,1.0476515e-05
3.43,1.6235,1.0687433e-05
3.44,1.6232,1.1239173e-05
3.45,1.623,1.1718201e-05
3.46,1.6227,1.181558e-05
3.47,1.6224,1.1787493e-05
3.48,1.6222,1.1603226e-05
3.49,1.6219,1.1437893e-05
3.5,1.6216,1.1605559e-05
3.51,1.6214,1.1903401e-05
3.52,1.6211,1.215675e-05
3.53,1.6208,1.2231163e-05
3.54,1.6206,1.1948342e-05
3.55,1.6203,1.1465455e-05
3.56,1.62,1.0963502e-05
3.57,1.6198,1.0376678e-05
3.58,1.6195,9.8861803e-06
3.59,1.6192,9.5110806e-06
3.6,1.6189,9.0942495e-06
3.61,1.6187,8.804035e-06
3.62,1.6184,8.6431732e-06
3.63,1.6181,8.4729303e-06
3.64,1.6178,8.4310282e-06
3.65,1.6175,8.6602075e-06
3.66,1.6173,9.1225406e-06
3.67,1.617,9.9688795e-06
3.68,1.6167,1.1180673e-05
3.69,1.6164,1.2478917e-05
3.7,1.6161,1.3813668e-05
3.71,1.6158,1.5152497e-05
3.72,1.6155,1.6247733e-05
3.73,1.6153,1.718247e-05
3.74,1.615,1.7952676e-05
3.75,1.6147,1.8525565e-05
3.76,1.6144,1.9014098e-05
3.77,1.6141,1.9378404e-05
3.78,1.6138,1.9324149e-05
3.79,1.6135,1.8861934e-05
3.8,1.6132,1.8371957e-05
3.81,1.6129,1.7942391e-05
3.82,1.6126,1.7597573e-05
3.83,1.6123,1.7486877e-05
3.84,1.612,1.7584401e-05
3.85,1.6117,1.7823596e-05
3.86,1.6114,1.8207196e-05
3.87,1.6111,1.8525429e-05
3.88,1.6108,1.8498991e-05
3.89,1.6105,1.8326832e-05
3.9,1.6102,1.7870622e-05
3.91,1.6099,1.68849e-05
3.92,1.6095,1.5911097e-05
3.93,1.6092,1.5536664e-05
3.94,1.6089,1.5728728e-05
3.95,1.6086,1.6223511e-05
3.96,1.6083,1.6996107e-05
3.97,1.608,1.8365365e-05
3.98,1.6077,2.0772109e-05
3.99,1.6073,2.4285135e-05
4.0,1.607,2.6916523e-05
4.01,1.6067,2.5287876e-05
4.02,1.6064,2.0888603e-05
4.03,1.606,1.7201574e-05
4.04,1.6057,1.4852771e-05
4.05,1.6054,1.3417612e-05
4.06,1.6051,1.267884e-05
4.07,1.6047,1.2293696e-05
4.08,1.6044,1.2013299e-05
4.09,1.6041,1.1883e-05
4.1,1.6037,1.1882428e-05
4.11,1.6034,1.1883381e-05
4.12,1.6031,1.1924502e-05
4.13,1.6027,1.2110409e-05
4.14,1.6024,1.2302491e-05
4.15,1.6021,1.2483883e-05
4.16,1.6017,1.2788044e-05
4.17,1.6014,1.3148606e-05
4.18,1.601,1.3442511e-05
4.19,1.6007,1.3774147e-05
4.2,1.6003,1.418124e-05
4.21,1.6,1.4559911e-05
4.22,1.5996,1.4924322e-05
4.23,1.5993,1.5376129e-05
4.24,1.5989,1.588389e-05
4.25,1.5986,1.6374104e-05
4.26,1.5982,1.694398e-05
4.27,1.5979,1.7611817e-05
4.28,1.5975,1.8266881e-05
4.29,1.5972,1.8938578e-05
4.3,1.5968,1.9696517e-05
4.31,1.5964,2.0486403e-05
4.32,1.5961,2.1264674e-05
4.33,1.5957,2.2120679e-05
4.34,1.5954,2.3086502e-05
4.35,1.595,2.4063755e-05
4.36,1.5946,2.5053639e-05
4.37,1.5943,2.6063447e-05
4.38,1.5939,2.6961194e-05
4.39,1.5935,2.7651659e-05
4.4,1.5931,2.82358e-05
4.41,1.5928,2.8804613e-05
4.42,1.5924,2.9359532e-05
4.43,1.592,3.0003445e-05
4.44,1.5916,3.0789326e-05
4.45,1.5913,3.1610696e-05
4.46,1.5909,3.2509335e-05
4.47,1.5905,3.3627887e-05
4.48,1.5901,3.4889094e-05
4.49,1.5897,3.6212964e-05
4.5,1.5893,3.7668456e-05
4.51,1.589,3.9311306e-05
4.52,1.5886,4.11189e-05
4.53,1.5882,4.3054231e-05
4.54,1.5878,4.5191805e-05
4.55,1.5874,4.7349061e-05
4.56,1.587,4.9288587e-05
4.57,1.5866,5.1092148e-05
4.58,1.5862,5.2767364e-05
4.59,1.5858,5.4312173e-05
4.6,1.5854,5.5899023e-05
4.61,1.585,5.7599888e-05
4.62,1.5846,5.9273532e-05
4.63,1.5842,6.0946601e-05
4.64,1.5838,6.2748237e-05
4.65,1.5834,6.4679696e-05
4.66,1.583,6.6838214e-05
4.67,1.5825,6.9321797e-05
4.68,1.5821,7.2128568e-05
4.69,1.5817,7.5344672e-05
4.7,1.5813,7.9244875e-05
4.71,1.5809,8.3873008e-05
4.72,1.5805,8.9340838e-05
4.73,1.58,9.5898308e-05
4.74,1.5796,0.00010385234
4.75,1.5792,0.00011368227
4.76,1.5788,0.00012610351
4.77,1.5783,0.00014171903
4.78,1.5779,0.00016
4.79,1.5775,0.000185
4.8,1.577,0.00025
4.81,1.5766,0.00033
4.82,1.5762,0.00043
4.83,1.5757,0.00055
4.84,1.5753,0.0007
4.85,1.5748,0.00085
4.86,1.5744,0.001
4.87,1.574,0.00118
4.88,1.5735,0.00138
4.89,1.5731,0.0015454669
4.9,1.5726,0.0016418259
4.91,1.5722,0.0017108513
4.92,1.5717,0.0017556389
4.93,1.5713,0.0017903027
4.94,1.5708,0.0018105041
4.95,1.5703,0.0018255158
4.96,1.5699,0.001826057
4.97,1.5694,0.0018048335
4.98,1.5689,0.0018009105
4.99,1.5685,0.0017976436
5.0,1.568,0.0018025579
5.01,1.5675,0.0018040679
5.02,1.5671,0.0018251904
5.03,1.5666,0.0018199869
5.04,1.5661,0.0018453228
5.05,1.5657,0.0018796299
5.06,1.5652,0.0018997115
5.07,1.5647,0.0018955886
5.08,1.5642,0.001916402
5.09,1.5637,0.0019328253
5.1,1.5632,0.0019078958
5.11,1.5628,0.0019083314
5.12,1.5623,0.0019291468
5.13,1.5618,0.0019449437
5.14,1.5613,0.0019657582
5.15,1.5608,0.0019976808
5.16,1.5603,0.0020403298
5.17,1.5598,0.0020819061
5.18,1.5593,0.0021362832
5.19,1.5588,0.0021816473
5.2,1.5583,0.0022410201
5.21,1.5578,0.0022960659
5.22,1.5573,0.0023115669
5.23,1.5567,0.0023474966
5.24,1.5562,0.0023426238
5.25,1.5557,0.0024065956
5.26,1.5552,0.0023582545
5.27,1.5547,0.0023669531
5.28,1.5542,0.002364136
5.29,1.5536,0.0024627104
5.3,1.5531,0.0024602856
5.31,1.5526,0.002439303
5.32,1.5521,0.0025670643
5.33,1.5515,0.0027228895
5.34,1.551,0.0027681144
5.35,1.5505,0.0028210965
5.36,1.5499,0.0029240646
5.37,1.5494,0.0030243309
5.38,1.5488,0.0030782404
5.39,1.5483,0.0029719495
5.4,1.5477,0.002947663
5.41,1.5472,0.0029348635
5.42,1.5466,0.0027672532
5.43,1.5461,0.0027553694
5.44,1.5455,0.0027488089
5.45,1.545,0.0026225645
5.46,1.5444,0.0026186833
5.47,1.5439,0.0026567862
5.48,1.5433,0.0026663665
5.49,1.5427,0.0026455605
5.5,1.5421,0.0027685972
5.51,1.5416,0.0027775932
5.52,1.541,0.0028288655
5.53,1.5404,0.0028764451
5.54,1.5398,0.0028495718
5.55,1.5393,0.0028883035
5.56,1.5387,0.0029068902
5.57,1.5381,0.0029277143
5.58,1.5375,0.0029077058
5.59,1.5369,0.0029058432
5.6,1.5363,0.0028425847
5.61,1.5357,0.0028233698
5.62,1.5351,0.0028537948
5.63,1.5345,0.0028332435
5.64,1.5339,0.0027957219
5.65,1.5333,0.0027687614
5.66,1.5327,0.0027403391
5.67,1.5321,0.0027261658
5.68,1.5315,0.0026909169
5.69,1.5309,0.0027338346
5.7,1.5303,0.002701011
5.71,1.5296,0.0026838983
5.72,1.529,0.0026701946
5.73,1.5284,0.0026620668
5.74,1.5278,0.0026385642
5.75,1.5271,0.002637108
5.76,1.5265,0.0025913603
5.77,1.5259,0.0025750427
5.78,1.5252,0.0025317452
5.79,1.5246,0.002500528
5.8,1.5239,0.0024616271
5.81,1.5233,0.0024436828
5.82,1.5226,0.0024001783
5.83,1.522,0.0022509031
5.84,1.5213,0.0022036297
5.85,1.5207,0.0021790865
5.86,1.52,0.0021920616
5.87,1.5193,0.0022091282
5.88,1.5187,0.0022072361
5.89,1.518,0.0022103017
5.9,1.5173,0.0023382246
5.91,1.5166,0.0024295873
5.92,1.516,0.0025594775
5.93,1.5153,0.0026786164
5.94,1.5146,0.0028223024
5.95,1.5139,0.002890766
5.96,1.5132,0.0029133237
5.97,1.5125,0.002934418
5.98,1.5118,0.0028913596
5.99,1.5111,0.0028167292
6.0,1.5104,0.0026977585
6.01,1.5097,0.0025115987
6.02,1.509,0.002339742
6.03,1.5083,0.0021161689
6.04,1.5076,0.0019842752
6.05,1.5069,0.001843191
6.06,1.5061,0.0017414753
6.07,1.5054,0.0016662524
6.08,1.5047,0.0016120854
6.09,1.5039,0.0015747085
6.1,1.5032,0.0015517076
6.11,1.5025,0.0015400468
6.12,1.5017,0.0015336844
6.13,1.501,0.0015399918
6.14,1.5002,0.0015490723
6.15,1.4995,0.0015660498
6.16,1.4987,0.0015839284
6.17,1.498,0.0016082162
6.18,1.4972,0.001638425
6.19,1.4964,0.0016753702
6.2,1.4957,0.001718975
6.21,1.4949,0.0017630267
6.22,1.4941,0.0018046005
6.23,1.4933,0.0018454197
6.24,1.4926,0.00188131
6.25,1.4918,0.0019153938
6.26,1.491,0.0019519082
6.27,1.4902,0.0019607955
6.28,1.4894,0.0019377172
6.29,1.4886,0.0019283643
6.3,1.4878,0.0019484212
6.31,1.487,0.0019290291
6.32,1.4861,0.0019095924
6.33,1.4853,0.0018747781
6.34,1.4845,0.0018332706
6.35,1.4837,0.0018101138
6.36,1.4828,0.0018066767
6.37,1.482,0.0017973386
6.38,1.4812,0.0017425215
6.39,1.4803,0.0017236798
6.4,1.4795,0.0017042033
6.41,1.4786,0.0016927773
6.42,1.4778,0.0016797474
6.43,1.4769,0.0016641567
6.44,1.4761,0.0016503299
6.45,1.4752,0.0016359222
6.46,1.4743,0.0016215585
6.47,1.4734,0.0016128394
6.48,1.4726,0.0016103215
6.49,1.4717,0.0016077565
6.5,1.4708,0.0016048871
6.51,1.4699,0.0016031968
6.52,1.469,0.0016037467
6.53,1.4681,0.0016069495
6.54,1.4672,0.0016116731
6.55,1.4663,0.0016155615
6.56,1.4654,0.0016158907
6.57,1.4644,0.0016156221
6.58,1.4635,0.001621516
6.59,1.4626,0.0016327458
6.6,1.4616,0.0016444278
6.61,1.4607,0.0016534751
6.62,1.4598,0.0016621381
6.63,1.4588,0.001676547
6.64,1.4578,0.00169706
6.65,1.4569,0.0017171063
6.66,1.4559,0.0017409382
6.67,1.455,0.0017611794
6.68,1.454,0.0017838522
6.69,1.453,0.0018094304
6.7,1.452,0.0018374778
6.71,1.451,0.0018676472
6.72,1.45,0.0019051167
6.73,1.449,0.0019439422
6.74,1.448,0.0019859049
6.75,1.447,0.0020208952
6.76,1.446,0.0020575382
6.77,1.445,0.0020942035
6.78,1.4439,0.0021273963
6.79,1.4429,0.0021671528
6.8,1.4419,0.0021994666
6.81,1.4408,0.0022132312
6.82,1.4398,0.0022089959
6.83,1.4387,0.0022620218
6.84,1.4376,0.0023145794
6.85,1.4366,0.0023185048
6.86,1.4355,0.0023225358
6.87,1.4344,0.0023349148
6.88,1.4333,0.0023455836
6.89,1.4322,0.0023473426
6.9,1.4311,0.0023520502
6.91,1.43,0.0023658549
6.92,1.4289,0.0023798791
6.93,1.4278,0.0023938833
6.94,1.4267,0.0024081048
6.95,1.4256,0.002422398
6.96,1.4244,0.0024370192
6.97,1.4233,0.0024517028
6.98,1.4221,0.0024664239
6.99,1.421,0.0024814438
7.0,1.4198,0.00249654
7.01,1.4186,0.0025117983
7.02,1.4175,0.0025272309
7.03,1.4163,0.0025428704
7.04,1.4151,0.0025585514
7.05,1.4139,0.002574519
7.06,1.4127,0.0025906228
7.07,1.4115,0.0026069647
7.08,1.4102,0.0026233297
7.09,1.409,0.0026399302
7.1,1.4078,0.0026567529
7.11,1.4065,0.0026737002
7.12,1.4053,0.0026908955
7.13,1.404,0.0027081605
7.14,1.4028,0.0027256754
7.15,1.4015,0.0027433697
7.16,1.4002,0.002761414
7.17,1.3989,0.0027793986
7.18,1.3976,0.0027977371
7.19,1.3963,0.0028162649
7.2,1.395,0.0028350715
7.21,1.3937,0.0028539926
7.22,1.3924,0.0028731032
7.23,1.391,0.0028924232
7.24,1.3897,0.0029120738
7.25,1.3883,0.002931907
7.26,1.3869,0.0029518251
7.27,1.3856,0.0029722103
7.28,1.3842,0.0029926533
7.29,1.3828,0.0030134258
7.3,1.3814,0.0030341937
7.31,1.38,0.0030555947
7.32,1.3786,0.0030770653
7.33,1.3771,0.0030986187
7.34,1.3757,0.003120623
7.35,1.3743,0.0031428809
7.36,1.3728,0.0031652287
7.37,1.3713,0.0031880407
7.38,1.3699,0.0032109674
7.39,1.3684,0.0032343599
7.4,1.3669,0.0032580245
7.41,1.3654,0.0032818159
7.42,1.3638,0.0033059414
7.43,1.3623,0.0033304536
7.44,1.3608,0.0033550548
7.45,1.3592,0.0033800982
7.46,1.3577,0.0034055733
7.47,1.3561,0.0034311949
7.48,1.3545,0.0034572546
7.49,1.3529,0.0034836108
7.5,1.3513,0.0035101043
7.51,1.3497,0.0035372331
7.52,1.3481,0.0035644765
7.53,1.3464,0.0035922452
7.54,1.3448,0.0036201551
